track_name;id;album_name;artist_name;popularity;decade;genre;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;uri;track_href;analysis_url;duration_ms;time_signature
Tumbling Dice;4hq0S6wznq7SHDyMOFXL9i;Exile On Main Street (2010 Re-Mastered);The Rolling Stones;61;1970;[];0.615;0.91;11;-4.248;1;0.0347;0.5;0.511;0.281;0.77;111.013;audio_features;spotify:track:4hq0S6wznq7SHDyMOFXL9i;https://api.spotify.com/v1/tracks/4hq0S6wznq7SHDyMOFXL9i;https://api.spotify.com/v1/audio-analysis/4hq0S6wznq7SHDyMOFXL9i;226333;4
Baby Come Back;41sGGCCoHI2GLV9qadX80A;Player;Player;65;1970;['mellow gold', 'soft rock', 'yacht rock'];0.646;0.602;5;-10.238;0;0.0758;0.0599;1.7e-05;0.0956;0.543;156.101;audio_features;spotify:track:41sGGCCoHI2GLV9qadX80A;https://api.spotify.com/v1/tracks/41sGGCCoHI2GLV9qadX80A;https://api.spotify.com/v1/audio-analysis/41sGGCCoHI2GLV9qadX80A;255845;4
I Don't Want to Know - 2004 Remaster;3B1lK5gNppO22gQLozrxeA;Rumours (Super Deluxe);Fleetwood Mac;57;1970;['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock'];0.722;0.697;11;-7.03;1;0.0278;0.0633;0.0103;0.0675;0.942;139.348;audio_features;spotify:track:3B1lK5gNppO22gQLozrxeA;https://api.spotify.com/v1/tracks/3B1lK5gNppO22gQLozrxeA;https://api.spotify.com/v1/audio-analysis/3B1lK5gNppO22gQLozrxeA;196853;4
The Rain Song - Remaster;3JLrri1xSCui3bzITDJbkk;Houses of the Holy (Remaster);Led Zeppelin;60;1970;['album rock', 'classic rock', 'hard rock', 'rock'];0.336;0.318;0;-11.412;1;0.0263;0.317;0.0716;0.111;0.24;79.66;audio_features;spotify:track:3JLrri1xSCui3bzITDJbkk;https://api.spotify.com/v1/tracks/3JLrri1xSCui3bzITDJbkk;https://api.spotify.com/v1/audio-analysis/3JLrri1xSCui3bzITDJbkk;459094;4
Superfly;4XsH9zBWPOCdXoH9ZDdS8r;Superfly (O.S.T.);Curtis Mayfield;56;1970;['chicago soul', 'classic soul', 'funk', 'soul'];0.784;0.708;2;-9.141;1;0.11;0.457;7.5e-05;0.0913;0.748;120.11;audio_features;spotify:track:4XsH9zBWPOCdXoH9ZDdS8r;https://api.spotify.com/v1/tracks/4XsH9zBWPOCdXoH9ZDdS8r;https://api.spotify.com/v1/audio-analysis/4XsH9zBWPOCdXoH9ZDdS8r;233600;4
My Eyes Adored You;2yDQVcj26tpi9IUJhw9xDs;Closeup;Frankie Valli;62;1970;['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'soft rock'];0.461;0.499;11;-10.443;0;0.0316;0.238;0.0;0.135;0.387;137.687;audio_features;spotify:track:2yDQVcj26tpi9IUJhw9xDs;https://api.spotify.com/v1/tracks/2yDQVcj26tpi9IUJhw9xDs;https://api.spotify.com/v1/audio-analysis/2yDQVcj26tpi9IUJhw9xDs;212013;4
I Will Always Love You;6nRvgo4ySezQKD1D7NIqAu;Jolene;Dolly Parton;61;1970;['classic country pop', 'country', 'country dawn'];0.446;0.142;9;-13.498;1;0.0335;0.96;0.00114;0.101;0.156;135.724;audio_features;spotify:track:6nRvgo4ySezQKD1D7NIqAu;https://api.spotify.com/v1/tracks/6nRvgo4ySezQKD1D7NIqAu;https://api.spotify.com/v1/audio-analysis/6nRvgo4ySezQKD1D7NIqAu;176093;4
Son Of A Son Of A Sailor;5Yi6mwvMHnnh241uGjcJYy;Son Of A Son Of A Sailor;Jimmy Buffett;56;1970;['folk rock', 'mellow gold', 'soft rock'];0.472;0.18;7;-18.835;1;0.034;0.496;1.39e-06;0.111;0.373;123.596;audio_features;spotify:track:5Yi6mwvMHnnh241uGjcJYy;https://api.spotify.com/v1/tracks/5Yi6mwvMHnnh241uGjcJYy;https://api.spotify.com/v1/audio-analysis/5Yi6mwvMHnnh241uGjcJYy;206093;4
The Seeker - Edit;5orygsZ5Ga0jEOvftsXqw2;Meaty, Beaty, Big And Bouncy;The Who;62;1970;['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock'];0.318;0.657;2;-11.829;1;0.0358;0.101;3.01e-06;0.144;0.753;177.477;audio_features;spotify:track:5orygsZ5Ga0jEOvftsXqw2;https://api.spotify.com/v1/tracks/5orygsZ5Ga0jEOvftsXqw2;https://api.spotify.com/v1/audio-analysis/5orygsZ5Ga0jEOvftsXqw2;190373;4
Golden Years - 2016 Remaster;4JRem7xHp2l0kmUvt9zCKu;Station to Station (2016 Remaster);David Bowie;62;1970;['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock'];0.68;0.701;6;-10.36;0;0.036;0.316;4.72e-06;0.111;0.933;108.287;audio_features;spotify:track:4JRem7xHp2l0kmUvt9zCKu;https://api.spotify.com/v1/tracks/4JRem7xHp2l0kmUvt9zCKu;https://api.spotify.com/v1/audio-analysis/4JRem7xHp2l0kmUvt9zCKu;243280;4
War;4ZEEcEMGjkWOfZNBcIB9yE;War And Peace;Edwin Starr;63;1970;['classic soul', 'motown', 'northern soul', 'soul', 'southern soul'];0.59;0.671;1;-12.484;1;0.154;0.0939;0.0;0.248;0.736;109.333;audio_features;spotify:track:4ZEEcEMGjkWOfZNBcIB9yE;https://api.spotify.com/v1/tracks/4ZEEcEMGjkWOfZNBcIB9yE;https://api.spotify.com/v1/audio-analysis/4ZEEcEMGjkWOfZNBcIB9yE;200267;4
Carry On;4bjvLvKovcWqZwDbXT5QQX;Deja Vu;Crosby, Stills, Nash & Young;59;1970;['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'supergroup'];0.463;0.495;1;-12.203;1;0.041;0.059;1.25e-06;0.271;0.532;118.505;audio_features;spotify:track:4bjvLvKovcWqZwDbXT5QQX;https://api.spotify.com/v1/tracks/4bjvLvKovcWqZwDbXT5QQX;https://api.spotify.com/v1/audio-analysis/4bjvLvKovcWqZwDbXT5QQX;265933;4
Never Been Any Reason;46E4di5YoT3Ab5bheoiEId;Flat As A Pancake;Head East;56;1970;['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'soft rock', 'southern rock'];0.517;0.447;7;-12.483;1;0.0418;0.000573;0.00118;0.144;0.894;134.755;audio_features;spotify:track:46E4di5YoT3Ab5bheoiEId;https://api.spotify.com/v1/tracks/46E4di5YoT3Ab5bheoiEId;https://api.spotify.com/v1/audio-analysis/46E4di5YoT3Ab5bheoiEId;310267;4
Back In the Saddle;0ZGLuduCPjgWY1n85ykgMe;Rocks;Aerosmith;58;1970;['album rock', 'classic rock', 'hard rock', 'rock'];0.426;0.903;1;-9.661;1;0.0389;0.00578;0.00945;0.0945;0.762;122.201;audio_features;spotify:track:0ZGLuduCPjgWY1n85ykgMe;https://api.spotify.com/v1/tracks/0ZGLuduCPjgWY1n85ykgMe;https://api.spotify.com/v1/audio-analysis/0ZGLuduCPjgWY1n85ykgMe;280360;4
It Never Rains in Southern California;6tunhVGD8C05MZNjSVIsjw;It Never Rains In Southern California;Albert Hammond;64;1970;['bubblegum pop', 'classic uk pop', 'nederpop', 'rock of gibraltar', 'soft rock'];0.626;0.565;9;-10.027;1;0.0271;0.124;0.0;0.0811;0.924;116.61;audio_features;spotify:track:6tunhVGD8C05MZNjSVIsjw;https://api.spotify.com/v1/tracks/6tunhVGD8C05MZNjSVIsjw;https://api.spotify.com/v1/audio-analysis/6tunhVGD8C05MZNjSVIsjw;233507;4
Walk Away;65aeHyw8GdHFwmEvdSns21;Thirds;James Gang;59;1970;[];0.6;0.843;8;-7.455;1;0.0351;0.018;0.199;0.34;0.916;102.323;audio_features;spotify:track:65aeHyw8GdHFwmEvdSns21;https://api.spotify.com/v1/tracks/65aeHyw8GdHFwmEvdSns21;https://api.spotify.com/v1/audio-analysis/65aeHyw8GdHFwmEvdSns21;212695;4
You Make Me Feel Brand New;00CCi9yHJh7NjXcNT565Ja;Rockin' Roll Baby;The Stylistics;63;1970;['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul'];0.451;0.359;7;-8.567;1;0.0247;0.847;2.97e-05;0.137;0.178;76.015;audio_features;spotify:track:00CCi9yHJh7NjXcNT565Ja;https://api.spotify.com/v1/tracks/00CCi9yHJh7NjXcNT565Ja;https://api.spotify.com/v1/audio-analysis/00CCi9yHJh7NjXcNT565Ja;288440;4
Grease - 2007 Remaster;5Vrczz39CvlD3OGCa6utoA;Frankie Valli...Is The Word;Frankie Valli;64;1970;['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'soft rock'];0.82;0.464;11;-8.45;1;0.0481;0.156;0.0;0.101;0.872;109.374;audio_features;spotify:track:5Vrczz39CvlD3OGCa6utoA;https://api.spotify.com/v1/tracks/5Vrczz39CvlD3OGCa6utoA;https://api.spotify.com/v1/audio-analysis/5Vrczz39CvlD3OGCa6utoA;207307;4
The Man in Me;7xRemq7GLu0Tbqe9OckG87;New Morning;Bob Dylan;62;1970;[];0.419;0.517;8;-9.368;1;0.0284;0.532;0.0251;0.0785;0.905;145.109;audio_features;spotify:track:7xRemq7GLu0Tbqe9OckG87;https://api.spotify.com/v1/tracks/7xRemq7GLu0Tbqe9OckG87;https://api.spotify.com/v1/audio-analysis/7xRemq7GLu0Tbqe9OckG87;186213;4
Neither One Of Us (Wants To Be The First To Say Goodbye);3QgSJ9CqgLPk9B4xLdwLrS;Neither One Of Us;Gladys Knight & The Pips;60;1970;['brill building pop', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul'];0.511;0.346;5;-14.28;1;0.0388;0.685;0.000124;0.294;0.599;140.29;audio_features;spotify:track:3QgSJ9CqgLPk9B4xLdwLrS;https://api.spotify.com/v1/tracks/3QgSJ9CqgLPk9B4xLdwLrS;https://api.spotify.com/v1/audio-analysis/3QgSJ9CqgLPk9B4xLdwLrS;264267;4
Inner City Blues (Make Me Wanna Holler);5hReWjUHqPqkHi31G7izL4;What's Going On;Marvin Gaye;62;1970;['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul'];0.63;0.455;1;-13.667;1;0.0322;0.792;0.132;0.133;0.645;94.08;audio_features;spotify:track:5hReWjUHqPqkHi31G7izL4;https://api.spotify.com/v1/tracks/5hReWjUHqPqkHi31G7izL4;https://api.spotify.com/v1/audio-analysis/5hReWjUHqPqkHi31G7izL4;327707;4
Take Me to the River - 2005 Remaster;1oV1tu8utgHQjLJsEK9sVl;More Songs About Buildings and Food (Deluxe Version);Talking Heads;59;1970;['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo'];0.66;0.485;2;-8.101;1;0.0258;0.242;0.0102;0.0585;0.829;99.828;audio_features;spotify:track:1oV1tu8utgHQjLJsEK9sVl;https://api.spotify.com/v1/tracks/1oV1tu8utgHQjLJsEK9sVl;https://api.spotify.com/v1/audio-analysis/1oV1tu8utgHQjLJsEK9sVl;302520;4
Speak to Me;574y1r7o2tRA009FW0LE7v;The Dark Side of the Moon;Pink Floyd;60;1970;['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock'];0.592;0.0196;1;-33.35;1;0.0358;0.362;0.854;0.108;0.0312;119.504;audio_features;spotify:track:574y1r7o2tRA009FW0LE7v;https://api.spotify.com/v1/tracks/574y1r7o2tRA009FW0LE7v;https://api.spotify.com/v1/audio-analysis/574y1r7o2tRA009FW0LE7v;65314;4
Slow Ride;5aYVqxyetmT5OYmvZCA90X;Fool for the City;Foghat;55;1970;['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock'];0.449;0.642;2;-10.527;1;0.0487;0.00608;0.00707;0.175;0.586;113.638;audio_features;spotify:track:5aYVqxyetmT5OYmvZCA90X;https://api.spotify.com/v1/tracks/5aYVqxyetmT5OYmvZCA90X;https://api.spotify.com/v1/audio-analysis/5aYVqxyetmT5OYmvZCA90X;494533;4
Planet Caravan - 2012 - Remaster;2VDg6h3Qr3F8UuFVInQxE6;Paranoid (Remaster);Black Sabbath;56;1970;['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal'];0.368;0.0595;9;-28.603;1;0.036;0.941;0.889;0.0827;0.338;90.127;audio_features;spotify:track:2VDg6h3Qr3F8UuFVInQxE6;https://api.spotify.com/v1/tracks/2VDg6h3Qr3F8UuFVInQxE6;https://api.spotify.com/v1/audio-analysis/2VDg6h3Qr3F8UuFVInQxE6;269027;4
As;13toFl1UwJPsRxDiD9jgtn;Songs In The Key Of Life;Stevie Wonder;61;1970;['adult standards', 'funk', 'motown', 'quiet storm', 'soul'];0.467;0.869;8;-10.342;0;0.0559;0.0589;0.0;0.244;0.684;102.376;audio_features;spotify:track:13toFl1UwJPsRxDiD9jgtn;https://api.spotify.com/v1/tracks/13toFl1UwJPsRxDiD9jgtn;https://api.spotify.com/v1/audio-analysis/13toFl1UwJPsRxDiD9jgtn;428222;4
Lady - 2010 Digital Remaster;3fn87ydk7ihtvVr8EwjYvr;Sleeper Catcher (Remastered);Little River Band;57;1970;['album rock', 'art rock', 'australian rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock'];0.457;0.328;2;-11.928;1;0.0345;0.495;1.13e-05;0.0615;0.329;121.187;audio_features;spotify:track:3fn87ydk7ihtvVr8EwjYvr;https://api.spotify.com/v1/tracks/3fn87ydk7ihtvVr8EwjYvr;https://api.spotify.com/v1/audio-analysis/3fn87ydk7ihtvVr8EwjYvr;297800;4
On the Road Again - Live;1OmKo4t4Bh95xQI6WGiUR3;Greatest Hits (& Some That Will Be);Willie Nelson;55;1970;['classic country pop', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter', 'texas country'];0.714;0.724;4;-8.488;1;0.042;0.55;0.101;0.826;0.802;111.173;audio_features;spotify:track:1OmKo4t4Bh95xQI6WGiUR3;https://api.spotify.com/v1/tracks/1OmKo4t4Bh95xQI6WGiUR3;https://api.spotify.com/v1/audio-analysis/1OmKo4t4Bh95xQI6WGiUR3;153107;4
Strawberry Letter 23;4W8IEREeLldaSQyGXcZQ2I;Freedom Flight;Shuggie Otis;62;1970;['afrobeat', 'classic soul', 'funk', 'jazz funk', 'psychedelic soul', 'soul'];0.519;0.483;9;-12.795;0;0.0277;0.139;0.000218;0.365;0.772;171.028;audio_features;spotify:track:4W8IEREeLldaSQyGXcZQ2I;https://api.spotify.com/v1/tracks/4W8IEREeLldaSQyGXcZQ2I;https://api.spotify.com/v1/audio-analysis/4W8IEREeLldaSQyGXcZQ2I;239907;4
Dancing In The Moonlight (It's Caught Me In It's Spotlight);6BmzbaB08O0FjHXeS0cR5b;Bad Reputation (Expanded Edition);Thin Lizzy;65;1970;['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'irish rock', 'metal', 'rock'];0.671;0.461;4;-13.874;0;0.13;0.00755;0.0;0.103;0.784;145.187;audio_features;spotify:track:6BmzbaB08O0FjHXeS0cR5b;https://api.spotify.com/v1/tracks/6BmzbaB08O0FjHXeS0cR5b;https://api.spotify.com/v1/audio-analysis/6BmzbaB08O0FjHXeS0cR5b;204653;4
Angel from Montgomery;2qWKpYIleSvBT6aUMXoia5;John Prine;John Prine;58;1970;['alternative country', 'country rock', 'folk', 'folk rock', 'indie folk', 'mellow gold', 'new americana', 'roots rock', 'singer-songwriter'];0.617;0.421;0;-14.231;1;0.0318;0.541;0.00227;0.125;0.39;131.653;audio_features;spotify:track:2qWKpYIleSvBT6aUMXoia5;https://api.spotify.com/v1/tracks/2qWKpYIleSvBT6aUMXoia5;https://api.spotify.com/v1/audio-analysis/2qWKpYIleSvBT6aUMXoia5;224186;4
Shake Your Groove Thing;5o89Bf80t8ko3uNXJkYoVs;2 Hot!;Peaches & Herb;61;1970;['classic soul', 'disco', 'motown'];0.863;0.726;9;-6.649;1;0.0494;0.415;0.0299;0.0735;0.93;132.574;audio_features;spotify:track:5o89Bf80t8ko3uNXJkYoVs;https://api.spotify.com/v1/tracks/5o89Bf80t8ko3uNXJkYoVs;https://api.spotify.com/v1/audio-analysis/5o89Bf80t8ko3uNXJkYoVs;346133;4
Louisiana Woman, Mississippi Man;02sENi9ULQ36x9mKo5B7XW;Louisiana Woman, Mississippi Man;Conway Twitty;58;1970;['arkansas country', 'country', 'country rock'];0.62;0.711;1;-6.943;1;0.035;0.477;0.000168;0.0812;0.96;98.263;audio_features;spotify:track:02sENi9ULQ36x9mKo5B7XW;https://api.spotify.com/v1/tracks/02sENi9ULQ36x9mKo5B7XW;https://api.spotify.com/v1/audio-analysis/02sENi9ULQ36x9mKo5B7XW;151731;4
You Never Even Called Me By My Name;29TI0GvP5gMQMPTJjdMe0H;David Allan Coe - 16 Biggest Hits;David Allan Coe;56;1970;['country', 'country rock', 'outlaw country'];0.604;0.459;0;-13.19;1;0.0321;0.153;0.0;0.275;0.505;105.908;audio_features;spotify:track:29TI0GvP5gMQMPTJjdMe0H;https://api.spotify.com/v1/tracks/29TI0GvP5gMQMPTJjdMe0H;https://api.spotify.com/v1/audio-analysis/29TI0GvP5gMQMPTJjdMe0H;314227;4
Baby Blue - Remastered 2010;6S3JlDAGk3uu3NtZbPnuhS;Straight Up (Remastered 2010 / Deluxe Edition);Badfinger;62;1970;['album rock', 'art rock', 'beatlesque', 'blues rock', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk rock', 'jangle pop', 'mellow gold', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock'];0.623;0.876;11;-7.788;1;0.066;0.0189;0.0134;0.0728;0.515;124.431;audio_features;spotify:track:6S3JlDAGk3uu3NtZbPnuhS;https://api.spotify.com/v1/tracks/6S3JlDAGk3uu3NtZbPnuhS;https://api.spotify.com/v1/audio-analysis/6S3JlDAGk3uu3NtZbPnuhS;217347;4
Fat Bottomed Girls;39sH8Fl415P7O8GRP1Td6Z;Jazz;Queen;56;1970;['classic rock', 'glam rock', 'rock'];0.253;0.635;2;-10.135;1;0.053;0.0443;1.43e-05;0.324;0.41;176.109;audio_features;spotify:track:39sH8Fl415P7O8GRP1Td6Z;https://api.spotify.com/v1/tracks/39sH8Fl415P7O8GRP1Td6Z;https://api.spotify.com/v1/audio-analysis/39sH8Fl415P7O8GRP1Td6Z;255533;4
Since I've Been Loving You - Remaster;1SDiiE3v2z89VxC3aVRKHQ;Led Zeppelin III (Remaster);Led Zeppelin;62;1970;['album rock', 'classic rock', 'hard rock', 'rock'];0.393;0.364;5;-10.945;0;0.0345;0.0021;0.0703;0.121;0.308;118.566;audio_features;spotify:track:1SDiiE3v2z89VxC3aVRKHQ;https://api.spotify.com/v1/tracks/1SDiiE3v2z89VxC3aVRKHQ;https://api.spotify.com/v1/audio-analysis/1SDiiE3v2z89VxC3aVRKHQ;444148;3
Coal Miner's Daughter - Single Version;3mM14WXoPaLRjjkmxHe99L;Coal Miner's Daughter;Loretta Lynn;58;1970;[];0.604;0.354;9;-14.07;1;0.0313;0.836;0.00474;0.103;0.635;137.349;audio_features;spotify:track:3mM14WXoPaLRjjkmxHe99L;https://api.spotify.com/v1/tracks/3mM14WXoPaLRjjkmxHe99L;https://api.spotify.com/v1/audio-analysis/3mM14WXoPaLRjjkmxHe99L;180960;4
Give Me Love (Give Me Peace On Earth);4XMRt4xFqLzGs4wDKkSSeu;Living In The Material World (Remastered);George Harrison;62;1970;[];0.373;0.57;5;-11.56;1;0.0441;0.497;0.0124;0.128;0.631;81.28;audio_features;spotify:track:4XMRt4xFqLzGs4wDKkSSeu;https://api.spotify.com/v1/tracks/4XMRt4xFqLzGs4wDKkSSeu;https://api.spotify.com/v1/audio-analysis/4XMRt4xFqLzGs4wDKkSSeu;215693;4
Run Like Hell;0EaLRxrtnq7Mqhdf8q9txr;The Wall;Pink Floyd;60;1970;['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock'];0.716;0.499;9;-15.457;1;0.0354;0.0235;0.449;0.86;0.42;116.974;audio_features;spotify:track:0EaLRxrtnq7Mqhdf8q9txr;https://api.spotify.com/v1/tracks/0EaLRxrtnq7Mqhdf8q9txr;https://api.spotify.com/v1/audio-analysis/0EaLRxrtnq7Mqhdf8q9txr;263573;4
Da Ya Think I'm Sexy?;4z7maGZkAonDlXlwo8q69f;Blondes Have More Fun;Rod Stewart;69;1970;['adult standards', 'classic rock', 'mellow gold', 'soft rock'];0.715;0.689;2;-8.065;0;0.029;0.0143;0.000192;0.111;0.852;111.504;audio_features;spotify:track:4z7maGZkAonDlXlwo8q69f;https://api.spotify.com/v1/tracks/4z7maGZkAonDlXlwo8q69f;https://api.spotify.com/v1/audio-analysis/4z7maGZkAonDlXlwo8q69f;331333;4
Day Dreaming;7L4G39PVgMfaeHRyi1ML7y;Young, Gifted and Black;Aretha Franklin;60;1970;['adult standards', 'classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul'];0.463;0.273;0;-15.364;0;0.074;0.907;0.000367;0.101;0.293;146.426;audio_features;spotify:track:7L4G39PVgMfaeHRyi1ML7y;https://api.spotify.com/v1/tracks/7L4G39PVgMfaeHRyi1ML7y;https://api.spotify.com/v1/audio-analysis/7L4G39PVgMfaeHRyi1ML7y;239960;4
Don't Let The Sun Go Down On Me;11FcfHd3SOmmrWJPGe7Y30;Caribou;Elton John;63;1970;['glam rock', 'mellow gold', 'piano rock', 'soft rock'];0.424;0.446;0;-8.526;1;0.0261;0.121;1.89e-06;0.0921;0.354;139.701;audio_features;spotify:track:11FcfHd3SOmmrWJPGe7Y30;https://api.spotify.com/v1/tracks/11FcfHd3SOmmrWJPGe7Y30;https://api.spotify.com/v1/audio-analysis/11FcfHd3SOmmrWJPGe7Y30;336733;4
Year of the Cat;7MTX3vevnm41xuEoPxWT3j;Year of the Cat;Al Stewart;56;1970;['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'symphonic rock'];0.54;0.634;4;-9.165;0;0.0346;0.016;0.0098;0.118;0.546;116.461;audio_features;spotify:track:7MTX3vevnm41xuEoPxWT3j;https://api.spotify.com/v1/tracks/7MTX3vevnm41xuEoPxWT3j;https://api.spotify.com/v1/audio-analysis/7MTX3vevnm41xuEoPxWT3j;400067;4
Willin';0jMyU6bO52IYhAEoWbT4K9;Sailin' Shoes;Little Feat;57;1970;['blues rock', 'classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'heartland rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'swamp rock'];0.541;0.662;7;-7.196;1;0.0382;0.175;0.0;0.0803;0.742;144.046;audio_features;spotify:track:0jMyU6bO52IYhAEoWbT4K9;https://api.spotify.com/v1/tracks/0jMyU6bO52IYhAEoWbT4K9;https://api.spotify.com/v1/audio-analysis/0jMyU6bO52IYhAEoWbT4K9;174573;4
Don't You Worry 'Bout A Thing;1QvWxgZvTU0w8rlPRE5Zrv;Innervisions;Stevie Wonder;61;1970;['adult standards', 'funk', 'motown', 'quiet storm', 'soul'];0.714;0.726;11;-9.218;1;0.0408;0.0316;0.0;0.066;0.92;124.71;audio_features;spotify:track:1QvWxgZvTU0w8rlPRE5Zrv;https://api.spotify.com/v1/tracks/1QvWxgZvTU0w8rlPRE5Zrv;https://api.spotify.com/v1/audio-analysis/1QvWxgZvTU0w8rlPRE5Zrv;284840;4
You Are the Woman;4iiLzvbh0bXMnomiB6DIuk;Firefall;Firefall;56;1970;['album rock', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'southern rock'];0.753;0.469;2;-11.64;1;0.0339;0.535;0.0;0.29;0.838;120.918;audio_features;spotify:track:4iiLzvbh0bXMnomiB6DIuk;https://api.spotify.com/v1/tracks/4iiLzvbh0bXMnomiB6DIuk;https://api.spotify.com/v1/audio-analysis/4iiLzvbh0bXMnomiB6DIuk;164440;4
Blinded By The Light - Single edit;3jOBL79jV8RAEBQMSBzBvV;The Roaring Silence;Manfred Mann's Earth Band;56;1970;['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock'];0.593;0.56;5;-11.749;1;0.0653;0.572;0.00369;0.0719;0.577;140.511;audio_features;spotify:track:3jOBL79jV8RAEBQMSBzBvV;https://api.spotify.com/v1/tracks/3jOBL79jV8RAEBQMSBzBvV;https://api.spotify.com/v1/audio-analysis/3jOBL79jV8RAEBQMSBzBvV;228987;4
We've Got Tonight;3mj46XKJ2aEm1z7ZvbwyLi;Stranger In Town;Bob Seger;60;1970;['album rock', 'blues rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock'];0.52;0.451;11;-6.418;1;0.0269;0.271;0.000285;0.196;0.333;130.189;audio_features;spotify:track:3mj46XKJ2aEm1z7ZvbwyLi;https://api.spotify.com/v1/tracks/3mj46XKJ2aEm1z7ZvbwyLi;https://api.spotify.com/v1/audio-analysis/3mj46XKJ2aEm1z7ZvbwyLi;281213;4
The Harder They Come;2XIr0KTybGQsC1SFfeaZhI;The Harder They Come (Original Motion Picture Soundtrack);Jimmy Cliff;62;1970;['dub', 'reggae', 'roots reggae'];0.679;0.575;1;-8.037;1;0.0715;0.634;0.0;0.165;0.79;102.588;audio_features;spotify:track:2XIr0KTybGQsC1SFfeaZhI;https://api.spotify.com/v1/tracks/2XIr0KTybGQsC1SFfeaZhI;https://api.spotify.com/v1/audio-analysis/2XIr0KTybGQsC1SFfeaZhI;219907;4
"Rock and Roll - Full Length Version; 2015 Remaster";1o6DclZHw0HomxXEQR1ijX;Loaded: Re-Loaded 45th Anniversary Edition;The Velvet Underground;60;1970;['art rock', 'classic rock', 'folk rock', 'melancholia', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock'];0.494;0.735;5;-8.347;1;0.0345;0.00401;3.14e-06;0.544;0.742;132.526;audio_features;spotify:track:1o6DclZHw0HomxXEQR1ijX;https://api.spotify.com/v1/tracks/1o6DclZHw0HomxXEQR1ijX;https://api.spotify.com/v1/audio-analysis/1o6DclZHw0HomxXEQR1ijX;283000;4
Wonderful World, Beautiful People - Single Version;7vCEPLGrLHqBHyRPPsweYY;Wonderful World, Beautiful People;Jimmy Cliff;56;1970;['dub', 'reggae', 'roots reggae'];0.782;0.386;2;-15.443;1;0.0302;0.0184;0.0;0.0525;0.904;105.849;audio_features;spotify:track:7vCEPLGrLHqBHyRPPsweYY;https://api.spotify.com/v1/tracks/7vCEPLGrLHqBHyRPPsweYY;https://api.spotify.com/v1/audio-analysis/7vCEPLGrLHqBHyRPPsweYY;195558;4
The Boss;6LzjgzpVl0hB3YrBU1b8Z1;Black Caesar;James Brown;64;1970;['funk', 'motown', 'soul'];0.736;0.354;1;-14.709;1;0.0475;0.579;0.0103;0.0757;0.62;97.924;audio_features;spotify:track:6LzjgzpVl0hB3YrBU1b8Z1;https://api.spotify.com/v1/tracks/6LzjgzpVl0hB3YrBU1b8Z1;https://api.spotify.com/v1/audio-analysis/6LzjgzpVl0hB3YrBU1b8Z1;194867;4
